"species" "CH_status" "THALLUS_type1" "THALLUS_type2" "THALLUS_type3" "THALLUS_type4" "THA_Morpho_type1" "THA_Morpho_type2" "THA_Morpho_type3" "THA_Morpho_type4" "THA_Morpho_type5" "THA_Morpho_type6" "THA_Morpho_type7" "THA_Morpho_type8" "THA_Morpho_type9" "THA_Morpho_type10" "THA_Morpho_type11" "THA_Morpho_type12" "THA_Morpho_type13" "THA_Morpho_type14" "THA_Growth1" "THA_Growth2" "THA_Growth3" "THA_Growth4" "THA_Growth5" "THA_Growth6" "THA_Growth7" "THA_Growth8" "THA_Growth9" "THA_Growth10" "THA_Growth11" "THA_Growth12" "THA_Pruinosity" "THA_Cilia" "THA_UpCol_black" "THA_UpCol_brown" "THA_UpCol_white" "THA_UpCol_yellow" "THA_UpCol_grey" "THA_UpCol_red" "THA_UpCol_green" "THA_UpCol_blue" "THA_LowCol_black" "THA_LowCol_brown" "THA_LowCol_white" "THA_LowCol_yellow" "THA_LowCol_grey" "THA_LowCol_red" "THA_LowCol_green" "THA_LowCol_blue" "THA_Rhizines" "THA_Rhizines_type1" "THA_Rhizines_type2" "THA_Rhizines_type3" "THA_Rhizines_type4" "THA_Rhizines_type5" "THA_Rhizines_type6" "THA_Rhizines_type7" "THA_Isidia" "THA_Soredia" "Ascomata" "ASCOMA_type1" "ASCOMA_type2" "ASCOMA_type3" "ASCM_link1" "ASCM_link2" "ASCM_link3" "ASCM_link4" "ASCM_link5" "ASCM_Paraphyses" "ASCOPORES_mean" "ASCP_PigmentCol1" "ASCP_PigmentCol2" "ASCP_PigmentCol3" "ASCP_PigmentCol4" "ASCP_PigmentCol5" "ASCP_PigmentCol6" "ASCP_PigmentCol7" "ASCP_PigmentCol8" "ASCP_PigmentCol9" "ASCP_PigmentCol10" "ASCP_PigmentCol11" "ASCP_PigmentCol12" "ASCP_Septa" "ASCP_Septa_type1" "ASCP_Septa_type2" "ASCP_TransSepta_lower" "ASCP_TransSepta_mean" "ASCP_TransSepta_upper" "ASCP_Perispore_type1" "ASCP_Perispore_type2" "ASCP_Perispore_type3" "ASCP_Perispore_type4" "ASCP_Perispore_type5" "PPhotobiont" "SPhotobiont" "PPhotobiont_type1" "PPhotobiont_type2" "PPhotobiont_type3" "Fos" "Ter" "Aqu" "Arb" "Aer" "Life_type1" "Life_type2" "Life_type3" "Life_type4" "Life_type5" "Substrate" "Substrate_type1" "Substrate_type2" "Substrate_type3" "Substrate_type4" "Substrate_type5" "Substrate_type6" "Substrate_type7" "Substrate_type8" "Substrate_type9" "EIV_Light" "EIV_Temp" "EIV_Cont" "EIV_Moisture" "EIV_pH" "EIV_Eutroph" "RangeSize_km2" "IUCN_status" "gbif_accepted" "gbif_rank" "gbif_genus" "gbif_family" "gbif_order" "gbif_class" "gbif_phylum" "gbif_IUCN"
"Sticta wrightii" "NE" NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "present" "absent, present" 1 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 1 0 NA NA NA NA NA NA NA NA "Dendriscosticta wrightii (Tuck.) B.Moncada & Lücking" "SPECIES" "Dendriscosticta" "Lobariaceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Strangospora deplanata" "CR" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Strangospora deplanata (Almq.) Clauzade & Cl.Roux" "SPECIES" "Strangospora" "Strangosporaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Strangospora microhaema" NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA NA NA NA NA NA "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Strangospora microhaema (Norman) R.A.Anderson" "SPECIES" "Strangospora" "Strangosporaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Strangospora moriformis" "LC" 1 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 0 1 0 0 0 0 NA NA NA NA NA NA NA NA "Strangospora moriformis (Ach.) Stein" "SPECIES" "Strangospora" "Strangosporaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Strangospora pinicola" "VU" 1 1 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 100 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 0 0 0 1 0 "HR" 0 0 0 1 1 0 0 0 0 0.666666666666667 0.444444444444444 6 0.222222222222222 0.222222222222222 0.625 NA NA "Strangospora pinicola (A.Massal.) Körb." "SPECIES" "Strangospora" "Strangosporaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Strigula affinis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 3 NA 1 0 0 0 0 "present" "absent" 0 0 1 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Swinscowia affinis (A.Massal.) S.H.Jiang, Lücking & Sérus." "SPECIES" "Swinscowia" "Strigulaceae" "Strigulales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Strigula glabra" "VU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 7 NA 6 1 0 0 0 0 "present" "absent" 0 0 1 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Swinscowia glabra (A.Massal.) S.H.Jiang, Lücking & Sérus." "SPECIES" "Swinscowia" "Strigulaceae" "Strigulales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Strigula jamesii" "VU" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 0 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 3 NA 1 1 1 0 0 "present" "absent" 0 0 1 NA 1 0 1 0 0 0 0 1 0 NA 0 1 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Swinscowia jamesii (Swinscow) S.H.Jiang, Lücking & Sérus." "SPECIES" "Swinscowia" "Strigulaceae" "Strigulales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Strigula mediterranea" "CR" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 0 1 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Strigula mediterranea Etayo" "SPECIES" "Strigula" "Strigulaceae" "Strigulales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Strigula muscicola" NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 0 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 1 1 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 3 NA 1 0 0 0 0 "present" "absent" 0 0 1 NA 1 0 0 0 0 0 0 1 0 NA 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA "Swinscowia muscicola (F.Berger, Coppins, Cl.Roux & Sérus.) S.H.Jiang, Lücking & Sérus." "SPECIES" "Swinscowia" "Strigulaceae" "Strigulales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Strigula phaea" NA 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 0 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 1 1 1 0 0 "present" "absent" 0 0 1 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Dichoporis phaea (Ach.) S.H.Jiang, Lücking & Sérus." "SPECIES" "Dichoporis" "Strigulaceae" "Strigulales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Strigula stigmatella" "LC" 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 7 NA 6 1 0 0 0 0 "present" "absent" 0 0 1 NA 1 0 1 0 0 0 0 1 0 NA 0 1 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Swinscowia stigmatella (Ach.) S.H.Jiang, Lücking & Sérus." "SPECIES" "Swinscowia" "Strigulaceae" "Strigulales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Strigula taylorii" NA 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 0 0 0 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 0 1 NA 1 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 1 NA NA NA NA NA NA NA NA "Dichoporis taylorii (Carroll ex Nyl.) S.H.Jiang, Lücking & Sérus." "SPECIES" "Dichoporis" "Strigulaceae" "Strigulales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Synalissa symphorea" "NE" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 1 0 NA NA 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 0 0 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 1 0 0 0 1 0 0 0 0 0 0 1 0 "G" 0 0 0 0 0 0 1 0 1 0.777777777777778 0.444444444444444 4 0.222222222222222 0.888888888888889 0.375 NA NA "Synalissa symphorea (Ach.) Nyl." "SPECIES" "Synalissa" "Lichinaceae" "Lichinales" "Lichinomycetes" "Ascomycota" "NOT_EVALUATED"
"Teloschistes chrysophthalmus" "RE" 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 "epruinose" "present" 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 "present" NA NA NA NA NA NA NA "absent" "absent, present" "absent, present" 1 0 0 0 0 1 1 1 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Niorma chrysophthalma (L.) S.Y.Kondr., Kärnefelt, Elix, A.Thell, M.H.Jeong & Hur" "SPECIES" "Niorma" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Teloschistes flavicans" NA 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 "epruinose" "present" 0 0 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "present" "absent, present" 1 0 0 0 0 0 1 1 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent, present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 1 0 0 0 NA NA NA NA NA NA NA NA "Teloschistes flavicans (Sw.) Norman" "SPECIES" "Teloschistes" "Teloschistaceae" "Teloschistales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Tephromela atra" "NT" 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 0 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 1 1 0.777777777777778 1 10 1 0.555555555555556 0.375 NA NA "Tephromela atra (Huds.) Hafellner" "SPECIES" "Tephromela" "Tephromelataceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Tephromela grumosa" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "present" "absent" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 1 0 NA NA NA NA NA NA NA NA "Tephromela grumosa (Pers.) Hafellner & Cl.Roux" "SPECIES" "Tephromela" "Tephromelataceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Tephromela pertusarioides" NA 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "present" "absent" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 1 0 NA NA NA NA NA NA NA NA "Tephromela pertusarioides (Degel.) Hafellner & Cl.Roux" "SPECIES" "Tephromela" "Tephromelataceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Tetramelas chloroleucus" NA 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 1 1 1 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 0 0 0 0 0 0 1 0 0 0 0 0 "present" 1 0 NA 1 NA 0 0 0 1 0 "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 1 0 0 0 0 NA NA NA NA NA NA NA NA "Tetramelas chloroleucus (Körb.) A.Nordin" "SPECIES" "Tetramelas" "Caliciaceae" "Caliciales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Tetramelas concinnus" NA 1 1 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 0 0 0 0 0 0 1 0 0 0 0 0 "present" 1 0 NA 1 NA 0 0 0 1 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 1 NA 0 0 1 0 0 0 0 1 0 NA NA NA NA NA NA NA NA "Tetramelas concinnus (Th.Fr.) Giralt" "SPECIES" "Tetramelas" "Caliciaceae" "Caliciales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Tetramelas geophilus" NA NA NA NA NA 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" 8 0 0 0 0 0 0 1 0 0 0 0 0 "present" 1 0 NA 3 NA NA NA NA NA NA "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 1 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA "Buellia geophila (Flörke ex Sommerf.) Lynge" "SPECIES" "Buellia" "Caliciaceae" "Caliciales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Tetramelas papillatus" NA 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 0 0 0 0 0 0 1 0 0 1 0 0 "present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 1 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA "Tetramelas papillatus (Sommerf.) Kalb" "SPECIES" "Tetramelas" "Caliciaceae" "Caliciales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Tetramelas poeltii" NA 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" 8 0 0 0 0 0 0 1 0 0 0 0 0 "present" 1 0 NA 1 NA NA NA NA NA NA "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Tetramelas poeltii (T.Schauer) Kalb" "SPECIES" "Tetramelas" "Caliciaceae" "Caliciales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Tetramelas pulverulentus" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" NA 0 0 0 0 0 0 1 0 0 0 0 0 "present" 1 0 NA 3 NA 0 0 0 1 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 0 1 NA 0 0 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA "Tetramelas pulverulentus (Anzi) A.Nordin & Tibell" "SPECIES" "Tetramelas" "Caliciaceae" "Caliciales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Tetramelas thiopolizus" NA 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 "epruinose" NA 0 1 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 1 1 0 0 "present" 8 0 0 0 0 0 0 1 0 0 0 0 0 "present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 1 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA "Tetramelas thiopolizus (Nyl.) Giralt & P.Clerc" "SPECIES" "Tetramelas" "Caliciaceae" "Caliciales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Tetramelas triphragmioides" NA 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 0 1 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 0 0 0 0 0 0 1 0 0 0 0 0 "present" 1 0 NA 3 NA 0 0 0 1 0 "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 1 0 0 0 0 NA NA NA NA NA NA NA NA "Tetramelas triphragmioides (Anzi) A.Nordin & Tibell" "SPECIES" "Tetramelas" "Caliciaceae" "Caliciales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Thalloloma anguinum" NA 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 0 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 0 0 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "present" 0 1 11 NA 7 0 0 0 0 1 "present" "absent" 0 0 1 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Graphina anguina (Mont.) Müll.Arg." "SPECIES" "Graphina" "Graphidaceae" "Ostropales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Thamnolia subuliformis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 1 "epruinose" NA 0 0 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA "Thamnolia subuliformis (Ehrh.) W.L.Culb." "SPECIES" "Thamnolia" "Icmadophilaceae" "Pertusariales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Thamnolia vermicularis" "LC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 1 "epruinose" NA 0 0 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "present" "absent" 0 1 0 1 1 0 0 0 0 0 0 1 0 "E" 0 0 0 0 0 1 0 0 0 0.888888888888889 0 6 0.777777777777778 0.111111111111111 0.125 NA NA "Thamnolia vermicularis (Sw.) Schaer." "SPECIES" "Thamnolia" "Icmadophilaceae" "Pertusariales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Thelenella larbalestieri" NA 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 0 0 0 "present" NA 1 0 0 0 1 0 1 0 0 0 0 0 "present" 0 1 NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 1 0 0 0 1 1 0 NA NA NA NA NA NA NA NA "Thelenella larbalestieri (A.L.Sm.) Coppins & Fryday" "SPECIES" "Thelenella" "Thelenellaceae" "Ostropales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Thelenella modesta" "CR" 1 0 1 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 0 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 1 1 0 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "present" 0 1 17 NA 11 1 0 0 0 0 "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Thelenella modesta (Nyl.) Nyl." "SPECIES" "Thelenella" "Thelenellaceae" "Ostropales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Thelenella muscorum muscorum" NA 1 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 1 0 0 0 0 "present" NA 1 0 0 0 1 0 1 0 0 0 0 0 "present" 0 1 NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 1 0 0 0 0 1 0 NA 0 1 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA "Thelenella muscorum var. muscorum" "VARIETY" "Thelenella" "Thelenellaceae" "Ostropales" "Lecanoromycetes" "Ascomycota" "NOT_FOUND"
